accession	accession_version	strain	date	region	country	division	location	length	host	host_genus	host_type	is_lab_host	date_released	date_updated	sra_accessions	authors	full_authors	institution	url	coverage	cdsCoverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	p48_coverage	NTPase_coverage	p22_coverage	VPg_coverage	3CLpro_coverage	RdRp_coverage	VP1_coverage	VP2_coverage	ORF2_type	ORF1_type	VP1_nextclade	VP1_group	VP1_type	VP1_variant	RdRp_nextclade	RdRp_group	RdRp_type	RdRp_variant
MT372469	MT372469.1	Hu/US/2017/GI.7[P7]/Callao0904	2017-11-29	"North America"	USA			7777	"Homo sapiens"	Homo	human		2020-04-28	2020-04-28		"Randazzo et al."	Randazzo,W.,Olortegui,M.P.,Kosek,M.N.,Montmayeur,A.M.,Tatusov,R.L.,Chhabra,P.,Browne,H.,Barclay,L.,Vinje,J.	"Centers for Disease Control and Prevention, Division of Viral Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/MT372469	0.9985463195453945	3CLpro:1,NTPase:1,ORF1:0.004705882352941176,RdRp:1,VP1:0.789279112754159,VP2:0.6914498141263941,VPg:1,p22:0.9265536723163842,p48:0.10843373493975904	0	3359	0						ORF1:21-53,ORF1:71-1700,p48:21-53,p48:71-332,p22:151-160,VP1:297-315,VP1:328-357,VP1:371-422,VP1:437-449,VP2:140-147,VP2:183-222,VP2:246-269	0.108	1.0	0.927	1.0	1.0	1.0	0.789	0.691	GI.7	GI.P7					GI.P7	GI.P	GI.P7	
MT372470	MT372470.1	Hu/US/2015/GI.3[P3]/Callao0948	2015-10-09	"North America"	USA			7763	"Homo sapiens"	Homo	human		2020-04-28	2020-04-28		"Randazzo et al."	Randazzo,W.,Olortegui,M.P.,Kosek,M.N.,Montmayeur,A.M.,Tatusov,R.L.,Chhabra,P.,Browne,H.,Barclay,L.,Vinje,J.	"Centers for Disease Control and Prevention, Division of Viral Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/MT372470	0.9879740980573543	3CLpro:1,NTPase:1,ORF1:0.005294117647058823,RdRp:0.9803921568627451,VP1:0.9242144177449169,VP2:0.6059479553903345,VPg:1,p22:0.9661016949152542,p48:0.045180722891566265	0	3257	0						ORF1:16-781,ORF1:787-1192,ORF1:1202-1700,p48:16-332,p22:84-88,RdRp:4-12,VP1:9-14,VP1:298-303,VP1:328-337,VP1:347-355,VP1:383-389,VP2:132-143,VP2:204-217,VP2:228-269	0.045	1.0	0.966	1.0	1.0	0.98	0.924	0.606	GI.3	GI.P3	GI.3	GI	GI.3		GI.P3	GI.P	GI.P3	
MT372474	MT372474.1	Hu/US/2013/GI.9[P9]/Baltimore16082	2013-02-23	"North America"	USA			7753	"Homo sapiens"	Homo	human		2020-04-28	2020-04-28		"Randazzo et al."	Randazzo,W.,Johnston,J.,Montmayeur,A.M.,Tatusov,R.L.,Chhabra,P.,Browne,H.,Barclay,L.,Vinje,J.	"Centers for Disease Control and Prevention, Division of Viral Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/MT372474	0.9910136117351659	3CLpro:1,NTPase:1,ORF1:0.9288235294117647,RdRp:1,VP1:1,VP2:0.6245353159851301,VPg:1,p22:0.751412429378531,p48:0.7680722891566265	0	3265	0						ORF1:23-56,ORF1:65-85,ORF1:109-112,ORF1:242-248,ORF1:788-811,ORF1:848-860,p48:23-56,p48:65-85,p48:109-112,p48:242-248,p22:90-113,p22:150-162,VP2:39-41,VP2:171-222,VP2:241-269	0.768	1.0	0.751	1.0	1.0	1.0	1.0	0.625	GI.9	GI.P9					GI.P9	GI.P	GI.P9	
MT372475	MT372475.1	Hu/US/2013/GI.9[P9]/Baltimore16158	2013-03-15	"North America"	USA			7700	"Homo sapiens"	Homo	human		2020-04-28	2020-04-28		"Randazzo et al."	Randazzo,W.,Johnston,J.,Montmayeur,A.M.,Tatusov,R.L.,Chhabra,P.,Browne,H.,Barclay,L.,Vinje,J.	"Centers for Disease Control and Prevention, Division of Viral Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/MT372475	0.9840095149993392	3CLpro:1,NTPase:1,ORF1:0.9288235294117647,RdRp:1,VP1:1,VP2:0.5724907063197026,VPg:1,p22:0.751412429378531,p48:0.7680722891566265	0	3232	0						ORF1:23-56,ORF1:65-85,ORF1:109-112,ORF1:242-248,ORF1:788-811,ORF1:848-860,p48:23-56,p48:65-85,p48:109-112,p48:242-248,p22:90-113,p22:150-162,VP2:39-41,VP2:171-222,VP2:241-269	0.768	1.0	0.751	1.0	1.0	1.0	1.0	0.572	GI.9	GI.P9					GI.P9	GI.P	GI.P9	
MT372476	MT372476.1	Hu/US/2010/GI.8[P8]/Baltimore16275	2010-11-18	"North America"	USA			7745	"Homo sapiens"	Homo	human		2020-04-28	2020-04-28		"Randazzo et al."	Randazzo,W.,Johnston,J.,Montmayeur,A.M.,Tatusov,R.L.,Chhabra,P.,Browne,H.,Barclay,L.,Vinje,J.	"Centers for Disease Control and Prevention, Division of Viral Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/MT372476	0.9829522928505352	3CLpro:1,NTPase:0.9836065573770492,ORF1:0.9164705882352941,RdRp:0.9823529411764705,VP1:0.966728280961183,VP2:0.4684014869888476,VPg:1,p22:0.6045197740112994,p48:0.8313253012048193	0	3250	0						ORF1:23-51,ORF1:66-68,ORF1:241-248,ORF1:397-402,ORF1:791-811,ORF1:832-870,ORF1:1195-1202,p48:23-51,p48:66-68,p48:241-248,NTPase:65-70,p22:93-113,p22:134-172,RdRp:6-13,VP1:9-14,VP1:283-294,VP2:132-192,VP2:224-269	0.831	0.984	0.605	1.0	1.0	0.982	0.967	0.468	GI.8	GI.P8					GI.P8	GI.P	GI.P8	
MT372477	MT372477.1	Hu/US/2018/GI.6[P11]/Cabarrus0282	2018-01-05	"North America"	USA			7696	"Homo sapiens"	Homo	human		2020-04-28	2020-04-28		"Randazzo et al."	Randazzo,W.,Chhabra,P.,Rath,S.,Montmayeur,A.M.,Tatusov,R.L.,Browne,H.,Barclay,L.,Vinje,J.	"Centers for Disease Control and Prevention, Division of Viral Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/MT372477	0.9838773622307387	3CLpro:1,NTPase:0.9808743169398907,ORF1:0.9194117647058824,RdRp:1,VP1:0.9426987060998152,VP2:0.6654275092936803,VPg:1,p22:0.7966101694915254,p48:0.7168674698795181	0	3243	0						ORF1:48-72,ORF1:88-109,ORF1:241-248,ORF1:400-405,ORF1:833-853,p48:48-72,p48:88-109,p48:241-248,NTPase:68-73,p22:135-155,VP1:307-314,VP1:330-339,VP1:386-396,VP2:140-148,VP2:190-192,VP2:219-269	0.717	0.981	0.797	1.0	1.0	1.0	0.943	0.665	GI.6	"GI.P11 (GI.Pb)"	GI.6	GI	GI.6		GI.P11	GI.P	GI.P11	
MT409884	MT409884.1	236-1	2015-12-04	"North America"	USA			7532	"Homo sapiens"	Homo	human		2020-06-01	2020-06-01		"Ruelle et al."	Ruelle,S.B.,Hirneisen,K.A.,Silva,A.J.	"FDA/ORA/PSFFL, Microbiology"	https://www.ncbi.nlm.nih.gov/nuccore/MT409884	0.997885555702392	3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9685767097966729,VP2:0.8996282527881041,VPg:1,p22:1,p48:1	0	2003	0						VP1:292-302,VP2:135-160	1.0	1.0	1.0	1.0	1.0	1.0	0.969	0.9	GII.3	GII.P12	GII.3	GII	GII.3		GII.P12	GII.P	GII.P12	
MT409885	MT409885.1	236-2	2015-12-04	"North America"	USA			7525	"Homo sapiens"	Homo	human		2020-06-01	2020-06-01		"Ruelle et al."	Ruelle,S.B.,Hirneisen,K.A.,Silva,A.J.	"FDA/ORA/PSFFL, Microbiology"	https://www.ncbi.nlm.nih.gov/nuccore/MT409885	0.9969604863221885	3CLpro:1,NTPase:1,ORF1:0.9988235294117647,RdRp:1,VP1:0.9685767097966729,VP2:0.8996282527881041,VPg:1,p22:1,p48:0.9939759036144579	0	2004	0						VP1:292-302,VP2:135-160	0.994	1.0	1.0	1.0	1.0	1.0	0.969	0.9	GII.3	GII.P12	GII.3	GII	GII.3		GII.P12	GII.P	GII.P12	
MT409886	MT409886.1	236-3	2015-12-03	"North America"	USA			7488	"Homo sapiens"	Homo	human		2020-06-01	2020-06-01		"Ruelle et al."	Ruelle,S.B.,Hirneisen,K.A.,Silva,A.J.	"FDA/ORA/PSFFL, Microbiology"	https://www.ncbi.nlm.nih.gov/nuccore/MT409886	0.9922029866525703	3CLpro:1,NTPase:1,ORF1:0.9976470588235294,RdRp:1,VP1:0.9685767097966729,VP2:0.8996282527881041,VPg:1,p22:1,p48:0.9879518072289156	0	1985	0						VP1:292-302,VP2:135-160	0.988	1.0	1.0	1.0	1.0	1.0	0.969	0.9	GII.3	GII.P12	GII.3	GII	GII.3		GII.P12	GII.P	GII.P12	
MT409887	MT409887.1	727-2	2014-12-15	"North America"	USA			7501	"Homo sapiens"	Homo	human		2020-06-01	2020-06-01		"Ruelle et al."	Ruelle,S.B.,Hirneisen,K.A.,Silva,A.J.	"FDA/ORA/PSFFL, Microbiology"	https://www.ncbi.nlm.nih.gov/nuccore/MT409887	0.9941852781815779	3CLpro:1,NTPase:1,ORF1:0.9864705882352941,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9307228915662651	0	2474	0						ORF1:48-67,p48:48-67	0.931	1.0	1.0	1.0	1.0	1.0	1.0	1.0	GII.6	GII.P7	GII.6	GII	GII.6		GII.P7	GII.P	GII.P7	
MT416724	MT416724.1	727-3	2014-12-17	"North America"	USA			7493	"Homo sapiens"	Homo	human		2020-06-01	2020-06-01		"Ruelle et al."	Ruelle,S.B.,Hirneisen,K.A.,Silva,A.J.	"FDA/ORA/PSFFL, Microbiology"	https://www.ncbi.nlm.nih.gov/nuccore/MT416724	0.9426456984273821	3CLpro:0.44751381215469616,NTPase:1,ORF1:0.9176470588235294,RdRp:0.9725490196078431,VP1:0.9593345656192237,VP2:0.9405204460966543,VPg:1,p22:1,p48:0.9216867469879518	382	2368	0						ORF1:48-67,p48:48-67,VP1:313-323	0.922	1.0	1.0	1.0	0.448	0.973	0.959	0.941	GII.6	GII.P7	GII.6	GII	GII.6		GII.P7	GII.P	GII.P7	
MT420909	MT420909.1	510-3	2015-05-01	"North America"	USA			7263	"Homo sapiens"	Homo	human		2020-06-01	2020-06-01		"Ruelle et al."	Ruelle,S.B.,Hirneisen,K.A.,Silva,A.J.	"FDA/ORA/PSFFL, Microbiology"	https://www.ncbi.nlm.nih.gov/nuccore/MT420909	0.9590326417338443	3CLpro:1,NTPase:1,ORF1:0.9405882352941176,RdRp:1,VP1:1,VP2:1,VPg:1,p22:0.9661016949152542,p48:0.713855421686747	0	1170	0						ORF1:857-860,p22:159-162	0.714	1.0	0.966	1.0	1.0	1.0	1.0	1.0	GII.4	"GII.P31 (GII.Pe)"	GII.4	GII	GII.4	Sydney_2012*	GII.P31	GII.P	GII.P31	
MT439866	MT439866.1	510-2	2015-05-01	"North America"	USA			7240	"Homo sapiens"	Homo	human		2020-06-01	2020-06-01		"Ruelle et al."	Ruelle,S.B.,Hirneisen,K.A.,Silva,A.J.	"FDA/ORA/PSFFL, Microbiology"	https://www.ncbi.nlm.nih.gov/nuccore/MT439866	0.9517642394608167	3CLpro:1,NTPase:1,ORF1:0.9388235294117647,RdRp:0.9941176470588236,VP1:1,VP2:0.966542750929368,VPg:1,p22:0.9661016949152542,p48:0.713855421686747	32	1166	0						ORF1:857-860,p22:159-162	0.714	1.0	0.966	1.0	1.0	0.994	1.0	0.967	GII.4	"GII.P31 (GII.Pe)"	GII.4	GII	GII.4	Sydney_2012*	GII.P31	GII.P	GII.P31	
MT448670	MT448670.1	963-2	2012-04-11	"North America"	USA			7552	"Homo sapiens"	Homo	human		2020-06-01	2020-06-01		"Silva et al."	Silva,A.,Wolfe,J.,Hirneisen,K.,Ruelle,S.,Yang,Z.	"Chapman University, Schmid College of Science and Technology"	https://www.ncbi.nlm.nih.gov/nuccore/MT448670	0.99735694462799	3CLpro:1,NTPase:1,ORF1:0.9976470588235294,RdRp:1,VP1:1,VP2:0.9925650557620818,VPg:1,p22:1,p48:0.9879518072289156	4	1313	0							0.988	1.0	1.0	1.0	1.0	1.0	1.0	0.993	GII.4	GII.P4	GII.4	GII	GII.4	NewOrleans_2009*	GII.P4	GII.P	GII.P4	NewOrleans_2009
MT451991	MT451991.1	329-1	2014-05-25	"North America"	USA			7668	"Homo sapiens"	Homo	human		2020-06-01	2020-06-01		"Silva et al."	Silva,A.,Wolfe,J.,Yang,Z.,Hirneisen,K.,Ruelle,S.	"Chapman University, Schmid College of Science and Technology"	https://www.ncbi.nlm.nih.gov/nuccore/MT451991	0.9616756971058543	3CLpro:1,NTPase:0.9508196721311475,ORF1:0.02823529411764706,RdRp:0.9549019607843138,VP1:0.955637707948244,VP2:0.5762081784386617,VPg:1,p22:0.768361581920904,p48:0.08734939759036145	100	3146	0						ORF1:54-715,ORF1:726-741,ORF1:755-760,ORF1:772-1194,ORF1:1203-1700,p48:54-332,NTPase:65-70,p22:18-27,p22:52-54,p22:64-69,p22:82-94,RdRp:6-13,VP1:9-14,VP1:383-400,VP2:132-144,VP2:218-269	0.087	0.951	0.768	1.0	1.0	0.955	0.956	0.576	GI.3	"GI.P13 (GI.Pd)"	GI.3	GI	GI.3		GI.P13	GI.P	GI.P13	
MT474032	MT474032.1	Hu/GII.Pe_GII.4/JH11/2013/PA/BRA	2013-08-07	"South America"	Brazil	Belem	Pa	7503	"Homo sapiens"	Homo	human		2020-05-15	2020-05-15		"Hernandez et al."	"Hernandez,J.M.,Silva,L.D.,Souza Junior,E.C.,Cardoso,J.F.,Reymao,T.K.,Portela,A.C.R.,Lima,C.P.,Teixeira,D.M.,Lucena,M.S.,Nunes,M.R.,Gabbay,Y.B."	"Evandro Chagas Institute, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/MT474032	0.9915422228095678	3CLpro:1,NTPase:1,ORF1:0.9952941176470588,RdRp:1,VP1:1,VP2:1,VPg:1,p22:0.9661016949152542,p48:0.9939759036144579	0	1234	0						ORF1:857-860,p22:159-162	0.994	1.0	0.966	1.0	1.0	1.0	1.0	1.0	GII.4	"GII.P31 (GII.Pe)"	GII.4	GII	GII.4	Sydney_2012*	GII.P31	GII.P	GII.P31	
MT474033	MT474033.1	Hu/GII.Pe_GII.4/JH12/2013/PA/BRA	2013-07-19	"South America"	Brazil	Belem	Pa	7503	"Homo sapiens"	Homo	human		2020-05-15	2020-05-15		"Hernandez et al."	"Hernandez,J.M.,Silva,L.D.,Souza Junior,E.C.,Cardoso,J.F.,Reymao,T.K.,Portela,A.C.R.,Lima,C.P.,Teixeira,D.M.,Lucena,M.S.,Nunes,M.R.,Gabbay,Y.B."	"Evandro Chagas Institute, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/MT474033	0.9915422228095678	3CLpro:1,NTPase:1,ORF1:0.9952941176470588,RdRp:1,VP1:1,VP2:1,VPg:1,p22:0.9661016949152542,p48:0.9939759036144579	0	1235	0						ORF1:857-860,p22:159-162	0.994	1.0	0.966	1.0	1.0	1.0	1.0	1.0	GII.4	"GII.P31 (GII.Pe)"	GII.4	GII	GII.4	Sydney_2012*	GII.P31	GII.P	GII.P31	
MT474034	MT474034.1	Hu/GII.Pe_GII.4/JH13/2014/AM/BRA	2014-06-04	"South America"	Brazil	Manaus	Am	7503	"Homo sapiens"	Homo	human		2020-05-15	2020-05-15		"Hernandez et al."	"Hernandez,J.M.,Silva,L.D.,Souza Junior,E.C.,Cardoso,J.F.,Reymao,T.K.,Portela,A.C.R.,Lima,C.P.,Teixeira,D.M.,Lucena,M.S.,Nunes,M.R.,Gabbay,Y.B."	"Evandro Chagas Institute, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/MT474034	0.9915422228095678	3CLpro:1,NTPase:1,ORF1:0.9952941176470588,RdRp:1,VP1:1,VP2:1,VPg:1,p22:0.9661016949152542,p48:0.9939759036144579	0	1249	0						ORF1:857-860,p22:159-162	0.994	1.0	0.966	1.0	1.0	1.0	1.0	1.0	GII.4	"GII.P31 (GII.Pe)"	GII.4	GII	GII.4	Sydney_2012*	GII.P31	GII.P	GII.P31	
MT474038	MT474038.1	Hu/GII.Pe_GII.4/JH16/2014/PA/BRA	2014-01-10	"South America"	Brazil	Belem	Pa	7503	"Homo sapiens"	Homo	human		2020-05-15	2020-05-15		"Hernandez et al."	"Hernandez,J.M.,Silva,L.D.,Souza Junior,E.C.,Cardoso,J.F.,Reymao,T.K.,Portela,A.C.R.,Lima,C.P.,Teixeira,D.M.,Lucena,M.S.,Nunes,M.R.,Gabbay,Y.B."	"Evandro Chagas Institute, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/MT474038	0.9915422228095678	3CLpro:1,NTPase:1,ORF1:0.9952941176470588,RdRp:1,VP1:1,VP2:1,VPg:1,p22:0.9661016949152542,p48:0.9939759036144579	0	1232	0						ORF1:857-860,p22:159-162	0.994	1.0	0.966	1.0	1.0	1.0	1.0	1.0	GII.4	"GII.P31 (GII.Pe)"	GII.4	GII	GII.4	Sydney_2012*	GII.P31	GII.P	GII.P31	
MT474039	MT474039.1	Hu/GII.Pe_GII.4/JH17/2014/PA/BRA	2014-09-12	"South America"	Brazil	Belem	Pa	7425	"Homo sapiens"	Homo	human		2020-05-15	2020-05-15		"Hernandez et al."	"Hernandez,J.M.,Silva,L.D.,Souza Junior,E.C.,Cardoso,J.F.,Reymao,T.K.,Portela,A.C.R.,Lima,C.P.,Teixeira,D.M.,Lucena,M.S.,Nunes,M.R.,Gabbay,Y.B."	"Evandro Chagas Institute, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/MT474039	0.9518963922294172	3CLpro:1,NTPase:0.8688524590163934,ORF1:0.9423529411764706,RdRp:1,VP1:0.9815157116451017,VP2:1,VPg:1,p22:0.9661016949152542,p48:0.8674698795180723	222	1202	0						ORF1:857-860,p22:159-162	0.867	0.869	0.966	1.0	1.0	1.0	0.982	1.0	GII.4	"GII.P31 (GII.Pe)"	GII.4	GII	GII.4	Sydney_2012*	GII.P31	GII.P	GII.P31	
MT474040	MT474040.1	Hu/GII.Pe_GII.4/JH19/2015/AM/BRA	2015-08-03	"South America"	Brazil	Manaus	Am	7503	"Homo sapiens"	Homo	human		2020-05-15	2020-05-15		"Hernandez et al."	"Hernandez,J.M.,Silva,L.D.,Souza Junior,E.C.,Cardoso,J.F.,Reymao,T.K.,Portela,A.C.R.,Lima,C.P.,Teixeira,D.M.,Lucena,M.S.,Nunes,M.R.,Gabbay,Y.B."	"Evandro Chagas Institute, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/MT474040	0.9915422228095678	3CLpro:1,NTPase:1,ORF1:0.9988235294117647,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9939759036144579	0	1273	0							0.994	1.0	1.0	1.0	1.0	1.0	1.0	1.0	GII.4	"GII.P31 (GII.Pe)"	GII.4	GII	GII.4	Sydney_2012*	GII.P31	GII.P	GII.P31	
MT474041	MT474041.1	Hu/GII.Pe_GII.4/JH21/2015/PA/BRA	2015-05-02	"South America"	Brazil	Belem	Pa	7335	"Homo sapiens"	Homo	human		2020-05-15	2020-05-15		"Hernandez et al."	"Hernandez,J.M.,Silva,L.D.,Souza Junior,E.C.,Cardoso,J.F.,Reymao,T.K.,Portela,A.C.R.,Lima,C.P.,Teixeira,D.M.,Lucena,M.S.,Nunes,M.R.,Gabbay,Y.B."	"Evandro Chagas Institute, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/MT474041	0.9693405576846835	3CLpro:1,NTPase:1,ORF1:0.9623529411764706,RdRp:1,VP1:1,VP2:1,VPg:1,p22:0.9661016949152542,p48:0.8253012048192772	0	1205	0						ORF1:857-860,p22:159-162	0.825	1.0	0.966	1.0	1.0	1.0	1.0	1.0	GII.4	"GII.P31 (GII.Pe)"	GII.4	GII	GII.4	Sydney_2012*	GII.P31	GII.P	GII.P31	
MT474042	MT474042.1	Hu/GII.Pe_GII.4/JH22/2015/PA/BRA	2015-03-06	"South America"	Brazil	Belem	Pa	7503	"Homo sapiens"	Homo	human		2020-05-15	2020-05-15		"Hernandez et al."	"Hernandez,J.M.,Silva,L.D.,Souza Junior,E.C.,Cardoso,J.F.,Reymao,T.K.,Portela,A.C.R.,Lima,C.P.,Teixeira,D.M.,Lucena,M.S.,Nunes,M.R.,Gabbay,Y.B."	"Evandro Chagas Institute, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/MT474042	0.9915422228095678	3CLpro:1,NTPase:1,ORF1:0.9952941176470588,RdRp:1,VP1:1,VP2:1,VPg:1,p22:0.9661016949152542,p48:0.9939759036144579	0	1251	0						ORF1:857-860,p22:159-162	0.994	1.0	0.966	1.0	1.0	1.0	1.0	1.0	GII.4	"GII.P31 (GII.Pe)"	GII.4	GII	GII.4	Sydney_2012*	GII.P31	GII.P	GII.P31	
MT474043	MT474043.1	Hu/GII.Pe_GII.4/JH23/2015/PA/BRA	2015-02-05	"South America"	Brazil	Belem	Pa	7503	"Homo sapiens"	Homo	human		2020-05-15	2020-05-15		"Hernandez et al."	"Hernandez,J.M.,Silva,L.D.,Souza Junior,E.C.,Cardoso,J.F.,Reymao,T.K.,Portela,A.C.R.,Lima,C.P.,Teixeira,D.M.,Lucena,M.S.,Nunes,M.R.,Gabbay,Y.B."	"Evandro Chagas Institute, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/MT474043	0.9915422228095678	3CLpro:1,NTPase:1,ORF1:0.9952941176470588,RdRp:1,VP1:1,VP2:1,VPg:1,p22:0.9661016949152542,p48:0.9939759036144579	0	1246	0						ORF1:857-860,p22:159-162	0.994	1.0	0.966	1.0	1.0	1.0	1.0	1.0	GII.4	"GII.P31 (GII.Pe)"	GII.4	GII	GII.4	Sydney_2012*	GII.P31	GII.P	GII.P31	
MT474044	MT474044.1	Hu/GII.Pe_GII.4/JH2/2012/AM/BRA	2012-10-05	"South America"	Brazil	Manaus	Am	7503	"Homo sapiens"	Homo	human		2020-05-15	2020-05-15		"Hernandez et al."	"Hernandez,J.M.,Silva,L.D.,Souza Junior,E.C.,Cardoso,J.F.,Reymao,T.K.,Portela,A.C.R.,Lima,C.P.,Teixeira,D.M.,Lucena,M.S.,Nunes,M.R.,Gabbay,Y.B."	"Evandro Chagas Institute, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/MT474044	0.9915422228095678	3CLpro:1,NTPase:1,ORF1:0.9952941176470588,RdRp:1,VP1:1,VP2:1,VPg:1,p22:0.9661016949152542,p48:0.9939759036144579	0	1220	0						ORF1:857-860,p22:159-162	0.994	1.0	0.966	1.0	1.0	1.0	1.0	1.0	GII.4	"GII.P31 (GII.Pe)"	GII.4	GII	GII.4	Sydney_2012*	GII.P31	GII.P	GII.P31	
MT474047	MT474047.1	Hu/GII.Pe_GII.4/JH34/2014/AM/BRA	2014-05-15	"South America"	Brazil	Manaus	Am	7503	"Homo sapiens"	Homo	human		2020-05-15	2020-05-15		"Hernandez et al."	"Hernandez,J.M.,Silva,L.D.,Souza Junior,E.C.,Cardoso,J.F.,Reymao,T.K.,Portela,A.C.R.,Lima,C.P.,Teixeira,D.M.,Lucena,M.S.,Nunes,M.R.,Gabbay,Y.B."	"Evandro Chagas Institute, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/MT474047	0.9915422228095678	3CLpro:1,NTPase:1,ORF1:0.9952941176470588,RdRp:1,VP1:1,VP2:1,VPg:1,p22:0.9661016949152542,p48:0.9939759036144579	0	1249	0						ORF1:857-860,p22:159-162	0.994	1.0	0.966	1.0	1.0	1.0	1.0	1.0	GII.4	"GII.P31 (GII.Pe)"	GII.4	GII	GII.4	Sydney_2012*	GII.P31	GII.P	GII.P31	
MT474048	MT474048.1	Hu/GII.Pe_GII.4/JH37/2013/AM/BRA	2013-03-14	"South America"	Brazil	Manaus	Am	7503	"Homo sapiens"	Homo	human		2020-05-15	2020-05-15		"Hernandez et al."	"Hernandez,J.M.,Silva,L.D.,Souza Junior,E.C.,Cardoso,J.F.,Reymao,T.K.,Portela,A.C.R.,Lima,C.P.,Teixeira,D.M.,Lucena,M.S.,Nunes,M.R.,Gabbay,Y.B."	"Evandro Chagas Institute, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/MT474048	0.9915422228095678	3CLpro:1,NTPase:1,ORF1:0.9952941176470588,RdRp:1,VP1:1,VP2:1,VPg:1,p22:0.9661016949152542,p48:0.9939759036144579	0	1220	0						ORF1:857-860,p22:159-162	0.994	1.0	0.966	1.0	1.0	1.0	1.0	1.0	GII.4	"GII.P31 (GII.Pe)"	GII.4	GII	GII.4	Sydney_2012*	GII.P31	GII.P	GII.P31	
MT474049	MT474049.1	Hu/GII.Pe_GII.4/JH38/2013/AM/BRA	2013-04-02	"South America"	Brazil	Manaus	Am	7503	"Homo sapiens"	Homo	human		2020-05-15	2020-05-15		"Hernandez et al."	"Hernandez,J.M.,Silva,L.D.,Souza Junior,E.C.,Cardoso,J.F.,Reymao,T.K.,Portela,A.C.R.,Lima,C.P.,Teixeira,D.M.,Lucena,M.S.,Nunes,M.R.,Gabbay,Y.B."	"Evandro Chagas Institute, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/MT474049	0.9915422228095678	3CLpro:1,NTPase:1,ORF1:0.9952941176470588,RdRp:1,VP1:1,VP2:1,VPg:1,p22:0.9661016949152542,p48:0.9939759036144579	0	1220	0						ORF1:857-860,p22:159-162	0.994	1.0	0.966	1.0	1.0	1.0	1.0	1.0	GII.4	"GII.P31 (GII.Pe)"	GII.4	GII	GII.4	Sydney_2012*	GII.P31	GII.P	GII.P31	
MT474050	MT474050.1	Hu/GII.Pe_GII.4/JH40/2013/AM/BRA	2013-08-10	"South America"	Brazil	Manaus	Am	7503	"Homo sapiens"	Homo	human		2020-05-15	2020-05-15		"Hernandez et al."	"Hernandez,J.M.,Silva,L.D.,Souza Junior,E.C.,Cardoso,J.F.,Reymao,T.K.,Portela,A.C.R.,Lima,C.P.,Teixeira,D.M.,Lucena,M.S.,Nunes,M.R.,Gabbay,Y.B."	"Evandro Chagas Institute, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/MT474050	0.9915422228095678	3CLpro:1,NTPase:1,ORF1:0.9952941176470588,RdRp:1,VP1:1,VP2:1,VPg:1,p22:0.9661016949152542,p48:0.9939759036144579	0	1219	0						ORF1:857-860,p22:159-162	0.994	1.0	0.966	1.0	1.0	1.0	1.0	1.0	GII.4	"GII.P31 (GII.Pe)"	GII.4	GII	GII.4	Sydney_2012*	GII.P31	GII.P	GII.P31	
MT474051	MT474051.1	Hu/GII.Pe_GII.4/JH5/2012/PA/BRA	2012-06-06	"South America"	Brazil	Belem	Pa	7503	"Homo sapiens"	Homo	human		2020-05-15	2020-05-15		"Hernandez et al."	"Hernandez,J.M.,Silva,L.D.,Souza Junior,E.C.,Cardoso,J.F.,Reymao,T.K.,Portela,A.C.R.,Lima,C.P.,Teixeira,D.M.,Lucena,M.S.,Nunes,M.R.,Gabbay,Y.B."	"Evandro Chagas Institute, Virology"	https://www.ncbi.nlm.nih.gov/nuccore/MT474051	0.9915422228095678	3CLpro:1,NTPase:1,ORF1:0.9952941176470588,RdRp:1,VP1:1,VP2:1,VPg:1,p22:0.9661016949152542,p48:0.9939759036144579	0	1224	0						ORF1:857-860,p22:159-162	0.994	1.0	0.966	1.0	1.0	1.0	1.0	1.0	GII.4	"GII.P31 (GII.Pe)"	GII.4	GII	GII.4	Sydney_2012*	GII.P31	GII.P	GII.P31	
